Customer_ID,Region,Account_Type,Month,Year,kWh_Consumed,Peak_Demand_kW,Bill_Amount_USD,Temperature_Avg_F
3,Birmingham,Industrial,1,2024,21354.94,51.18,2135.49,75.4
3,Birmingham,Industrial,2,2024,17450.43,43.91,1745.04,93.8
3,Birmingham,Industrial,3,2024,29482.91,79.77,2948.29,92.5
3,Birmingham,Industrial,4,2024,22790.62,61.21,2279.06,86.4
3,Birmingham,Industrial,5,2024,29282.08,53.41,2928.21,86.4
3,Birmingham,Industrial,6,2024,17074.07,33.11,1707.41,80.9
3,Birmingham,Industrial,7,2024,23131.22,56.51,2313.12,60.1
3,Birmingham,Industrial,8,2024,18575.35,49.17,1857.53,91.5
3,Birmingham,Industrial,9,2024,10882.54,20.06,1088.25,56.2
3,Birmingham,Industrial,10,2024,19117.96,50.13,1911.8,80.3
3,Birmingham,Industrial,11,2024,13211.84,33.52,1321.18,73.1
3,Birmingham,Industrial,12,2024,25768.84,61.89,2576.88,76.0
4,Birmingham,Industrial,1,2023,24695.44,53.93,2469.54,66.1
4,Birmingham,Industrial,2,2023,15950.42,30.96,1595.04,87.7
4,Birmingham,Industrial,3,2023,21846.33,47.91,2184.63,57.2
4,Birmingham,Industrial,4,2023,15995.8,32.51,1599.58,98.5
4,Birmingham,Industrial,5,2023,15377.22,31.83,1537.72,89.0
4,Birmingham,Industrial,6,2023,17609.07,35.04,1760.91,75.0
4,Birmingham,Industrial,7,2023,21472.96,47.78,2147.3,43.5
4,Birmingham,Industrial,8,2023,12686.41,26.91,1268.64,76.3
4,Birmingham,Industrial,9,2023,16378.46,31.72,1637.85,89.9
4,Birmingham,Industrial,10,2023,11969.4,20.96,1196.94,83.5
4,Birmingham,Industrial,11,2023,13118.89,32.9,1311.89,69.7
4,Birmingham,Industrial,12,2023,14678.11,32.72,1467.81,103.5
4,Birmingham,Industrial,1,2024,13302.54,25.5,1330.25,73.2
4,Birmingham,Industrial,2,2024,11365.82,29.48,1136.58,99.0
4,Birmingham,Industrial,3,2024,22006.41,48.96,2200.64,77.1
4,Birmingham,Industrial,4,2024,27371.56,65.67,2737.16,77.2
4,Birmingham,Industrial,5,2024,21097.86,50.47,2109.79,77.0
4,Birmingham,Industrial,6,2024,22818.17,48.45,2281.82,67.6
4,Birmingham,Industrial,7,2024,18928.56,48.25,1892.86,87.2
4,Birmingham,Industrial,8,2024,21386.86,53.55,2138.69,73.3
4,Birmingham,Industrial,9,2024,12997.39,22.85,1299.74,97.5
4,Birmingham,Industrial,10,2024,16692.73,32.29,1669.27,89.8
4,Birmingham,Industrial,11,2024,20878.77,57.75,2087.88,55.6
4,Birmingham,Industrial,12,2024,26261.38,62.54,2626.14,78.8
5,Huntsville,Residential,1,2023,7876.73,21.28,945.21,72.3
5,Huntsville,Residential,2,2023,4720.26,8.26,566.43,48.6
5,Huntsville,Residential,3,2023,1301.08,3.58,156.13,55.9
5,Huntsville,Residential,4,2023,673.92,1.25,80.87,82.1
5,Huntsville,Residential,5,2023,1822.9,3.2,218.75,88.0
5,Huntsville,Residential,6,2023,3083.06,8.18,369.97,88.3
5,Huntsville,Residential,7,2023,7748.79,17.91,929.85,90.2
5,Huntsville,Residential,8,2023,520.95,1.19,62.51,43.1
5,Huntsville,Residential,9,2023,4110.83,8.99,493.3,73.1
5,Huntsville,Residential,10,2023,3691.96,6.25,443.04,66.7
5,Huntsville,Residential,11,2023,8372.13,15.05,1004.66,57.9
5,Huntsville,Residential,12,2023,3541.55,7.69,424.99,78.3
5,Huntsville,Residential,1,2024,586.94,1.23,70.43,84.7
5,Huntsville,Residential,2,2024,9361.23,23.24,1123.35,70.6
5,Huntsville,Residential,3,2024,15.9,0.03,1.91,84.3
5,Huntsville,Residential,4,2024,5791.21,11.97,694.95,73.1
5,Huntsville,Residential,5,2024,326.87,0.7,39.22,41.7
5,Huntsville,Residential,6,2024,2690.04,4.97,322.81,57.9
5,Huntsville,Residential,7,2024,4623.12,9.51,554.77,71.3
5,Huntsville,Residential,8,2024,215.11,0.52,25.81,74.9
5,Huntsville,Residential,9,2024,3150.88,7.35,378.11,98.3
5,Huntsville,Residential,10,2024,7690.97,21.29,922.92,99.3
5,Huntsville,Residential,11,2024,4617.09,9.75,554.05,74.6
5,Huntsville,Residential,12,2024,9273.65,22.08,1112.84,64.8
6,Mobile,Commercial,1,2023,3643.96,6.3,364.4,66.0
6,Mobile,Commercial,2,2023,10614.36,21.18,1061.44,63.6
6,Mobile,Commercial,3,2023,7223.14,18.37,722.31,51.0
6,Mobile,Commercial,4,2023,10405.49,24.4,1040.55,52.2
6,Mobile,Commercial,5,2023,3339.19,8.63,333.92,93.3
6,Mobile,Commercial,6,2023,13901.59,27.4,1390.16,80.6
6,Mobile,Commercial,7,2023,9378.32,21.67,937.83,67.0
6,Mobile,Commercial,8,2023,4135.48,9.38,413.55,69.6
6,Mobile,Commercial,9,2023,431.73,0.97,43.17,78.8
6,Mobile,Commercial,10,2023,8244.16,21.71,824.42,61.0
6,Mobile,Commercial,11,2023,15843.41,37.32,1584.34,84.1
6,Mobile,Commercial,12,2023,11459.21,21.98,1145.92,67.7
6,Mobile,Commercial,1,2024,7993.35,18.56,799.33,84.4
6,Mobile,Commercial,2,2024,8763.91,15.05,876.39,99.0
6,Mobile,Commercial,3,2024,6981.06,12.53,698.11,67.4
6,Mobile,Commercial,4,2024,11171.26,24.48,1117.13,56.0
6,Mobile,Commercial,5,2024,12621.48,31.02,1262.15,55.5
6,Mobile,Commercial,6,2024,11192.92,20.46,1119.29,65.3
6,Mobile,Commercial,7,2024,10382.92,22.61,1038.29,88.6
6,Mobile,Commercial,8,2024,8767.11,19.16,876.71,57.0
6,Mobile,Commercial,9,2024,3516.12,9.04,351.61,64.1
6,Mobile,Commercial,10,2024,1475.03,3.74,147.5,91.9
6,Mobile,Commercial,11,2024,8550.54,16.75,855.05,58.0
6,Mobile,Commercial,12,2024,15278.37,34.03,1527.84,64.5
7,Huntsville,Industrial,1,2023,21252.86,38.22,2125.29,62.6
7,Huntsville,Industrial,2,2023,9908.7,21.7,990.87,54.5
7,Huntsville,Industrial,3,2023,17757.55,37.18,1775.75,88.5
7,Huntsville,Industrial,4,2023,21732.67,60.21,2173.27,77.1
7,Huntsville,Industrial,5,2023,9949.86,25.11,994.99,94.1
7,Huntsville,Industrial,6,2023,21118.4,46.07,2111.84,73.2
7,Huntsville,Industrial,7,2023,25662.12,70.85,2566.21,93.7
7,Huntsville,Industrial,8,2023,25772.95,68.85,2577.3,71.3
7,Huntsville,Industrial,9,2023,14982.62,25.21,1498.26,89.8
7,Huntsville,Industrial,10,2023,13174.73,31.82,1317.47,104.2
7,Huntsville,Industrial,11,2023,20140.0,50.62,2014.0,59.1
7,Huntsville,Industrial,12,2023,13840.66,29.05,1384.07,55.8
7,Huntsville,Industrial,1,2024,20701.81,35.66,2070.18,74.9
7,Huntsville,Industrial,2,2024,13820.39,24.09,1382.04,69.7
7,Huntsville,Industrial,3,2024,13160.32,32.92,1316.03,83.8
7,Huntsville,Industrial,4,2024,19727.03,50.46,1972.7,69.3
7,Huntsville,Industrial,5,2024,13559.45,36.4,1355.94,70.5
7,Huntsville,Industrial,6,2024,17926.36,41.26,1792.64,79.8
7,Huntsville,Industrial,7,2024,20835.09,37.66,2083.51,86.9
7,Huntsville,Industrial,8,2024,17577.12,40.37,1757.71,47.1
7,Huntsville,Industrial,9,2024,24955.46,60.42,2495.55,61.0
7,Huntsville,Industrial,10,2024,14465.41,27.98,1446.54,74.4
7,Huntsville,Industrial,11,2024,21511.35,52.38,2151.14,67.0
7,Huntsville,Industrial,12,2024,17306.54,29.77,1730.65,69.1
8,Rural South,Residential,1,2023,8282.7,15.7,993.92,75.0
8,Rural South,Residential,2,2023,3639.81,9.76,436.78,60.6
8,Rural South,Residential,3,2023,54.42,0.12,6.53,78.6
8,Rural South,Residential,4,2023,3619.9,9.76,434.39,76.9
8,Rural South,Residential,5,2023,3009.37,5.87,361.12,68.6
8,Rural South,Residential,6,2023,4869.54,9.35,584.34,57.8
8,Rural South,Residential,7,2023,1128.77,2.07,135.45,84.0
8,Rural South,Residential,8,2023,5576.41,14.63,669.17,72.1
8,Rural South,Residential,9,2023,856.03,1.59,102.72,55.2
8,Rural South,Residential,10,2023,3828.2,8.61,459.38,94.8
8,Rural South,Residential,11,2023,14025.77,30.97,1683.09,80.8
8,Rural South,Residential,12,2023,945.6,2.13,113.47,61.2
8,Rural South,Residential,1,2024,8194.28,17.43,983.31,77.7
8,Rural South,Residential,2,2024,12951.7,27.27,1554.2,94.1
8,Rural South,Residential,3,2024,6782.82,16.23,813.94,78.7
8,Rural South,Residential,4,2024,2997.62,6.14,359.71,38.6
8,Rural South,Residential,5,2024,5012.55,11.33,601.51,66.3
8,Rural South,Residential,6,2024,2308.64,3.98,277.04,70.2
8,Rural South,Residential,7,2024,585.02,1.07,70.2,64.2
8,Rural South,Residential,8,2024,1269.36,2.45,152.32,66.6
8,Rural South,Residential,9,2024,1701.61,2.96,204.19,52.7
8,Rural South,Residential,10,2024,129.71,0.31,15.57,58.6
8,Rural South,Residential,11,2024,2007.25,5.52,240.87,77.2
8,Rural South,Residential,12,2024,6819.99,11.65,818.4,62.7
9,Rural North,Commercial,1,2023,10844.82,28.39,1084.48,53.8
9,Rural North,Commercial,2,2023,16889.34,43.7,1688.93,93.1
9,Rural North,Commercial,3,2023,5527.36,13.86,552.74,63.2
9,Rural North,Commercial,4,2023,9009.7,15.68,900.97,53.3
9,Rural North,Commercial,5,2023,2010.71,4.05,201.07,68.1
9,Rural North,Commercial,6,2023,7329.76,15.88,732.98,76.4
9,Rural North,Commercial,7,2023,4926.3,10.65,492.63,94.1
9,Rural North,Commercial,8,2023,524.3,1.05,52.43,57.9
9,Rural North,Commercial,9,2023,10433.18,20.57,1043.32,57.6
9,Rural North,Commercial,10,2023,1998.4,3.98,199.84,76.9
9,Rural North,Commercial,11,2023,2732.39,7.05,273.24,73.0
9,Rural North,Commercial,12,2023,4500.72,11.57,450.07,62.1
9,Rural North,Commercial,1,2024,2511.53,4.77,251.15,77.1
9,Rural North,Commercial,2,2024,1764.05,4.6,176.41,72.5
9,Rural North,Commercial,3,2024,5439.48,13.2,543.95,71.9
9,Rural North,Commercial,4,2024,7251.62,16.04,725.16,77.9
9,Rural North,Commercial,5,2024,4361.2,8.96,436.12,93.6
9,Rural North,Commercial,6,2024,1237.0,3.04,123.7,71.6
9,Rural North,Commercial,7,2024,12181.15,22.26,1218.12,82.2
9,Rural North,Commercial,8,2024,3125.82,6.29,312.58,62.9
9,Rural North,Commercial,9,2024,2966.04,7.02,296.6,84.0
9,Rural North,Commercial,10,2024,4300.38,9.16,430.04,78.8
9,Rural North,Commercial,11,2024,9321.51,23.91,932.15,110.5
9,Rural North,Commercial,12,2024,9566.26,26.13,956.63,62.8
10,Rural South,Residential,1,2023,6100.75,13.96,732.09,70.9
10,Rural South,Residential,2,2023,604.57,1.54,72.55,41.8
10,Rural South,Residential,3,2023,2369.27,4.03,284.31,79.5
10,Rural South,Residential,4,2023,1461.78,2.88,175.41,89.5
10,Rural South,Residential,5,2023,6591.78,12.95,791.01,85.2
10,Rural South,Residential,6,2023,5769.45,11.47,692.33,89.3
10,Rural South,Residential,7,2023,6629.28,16.92,795.51,79.7
10,Rural South,Residential,8,2023,2143.77,3.94,257.25,53.9
10,Rural South,Residential,9,2023,869.34,1.96,104.32,61.4
10,Rural South,Residential,10,2023,5803.75,9.71,696.45,82.7
10,Rural South,Residential,11,2023,4562.22,7.72,547.47,64.1
10,Rural South,Residential,12,2023,703.49,1.77,84.42,73.9
10,Rural South,Residential,1,2024,6231.89,10.56,747.83,85.4
10,Rural South,Residential,2,2024,1456.96,3.44,174.84,71.1
10,Rural South,Residential,3,2024,7666.77,14.94,920.01,94.4
10,Rural South,Residential,4,2024,1035.48,2.34,124.26,98.3
10,Rural South,Residential,5,2024,2180.55,4.21,261.67,105.4
10,Rural South,Residential,6,2024,4231.61,10.7,507.79,53.5
10,Rural South,Residential,7,2024,1872.08,3.21,224.65,72.5
10,Rural South,Residential,8,2024,3168.91,7.55,380.27,69.3
10,Rural South,Residential,9,2024,5634.7,11.09,676.16,75.1
10,Rural South,Residential,10,2024,2387.06,5.72,286.45,59.9
10,Rural South,Residential,11,2024,10901.27,27.85,1308.15,76.0
10,Rural South,Residential,12,2024,2883.7,7.45,346.04,50.6
11,Birmingham,Industrial,1,2023,20299.71,39.98,2029.97,71.1
11,Birmingham,Industrial,2,2023,23915.2,54.44,2391.52,72.8
11,Birmingham,Industrial,3,2023,14031.41,30.85,1403.14,100.1
11,Birmingham,Industrial,4,2023,22178.12,41.69,2217.81,71.2
11,Birmingham,Industrial,5,2023,20823.19,47.76,2082.32,82.1
11,Birmingham,Industrial,6,2023,12855.72,30.45,1285.57,77.4
11,Birmingham,Industrial,7,2023,17749.38,41.59,1774.94,82.6
11,Birmingham,Industrial,8,2023,16299.09,27.31,1629.91,65.9
11,Birmingham,Industrial,9,2023,28314.36,71.93,2831.44,93.5
11,Birmingham,Industrial,10,2023,3522.19,7.95,352.22,92.4
11,Birmingham,Industrial,11,2023,19631.74,39.84,1963.17,64.4
11,Birmingham,Industrial,12,2023,14964.13,31.37,1496.41,60.8
11,Birmingham,Industrial,1,2024,16600.32,29.32,1660.03,58.1
11,Birmingham,Industrial,2,2024,13227.0,24.21,1322.7,59.4
11,Birmingham,Industrial,3,2024,21616.97,38.45,2161.7,75.8
11,Birmingham,Industrial,4,2024,22779.28,61.54,2277.93,74.0
11,Birmingham,Industrial,5,2024,13466.6,22.88,1346.66,82.4
11,Birmingham,Industrial,6,2024,14976.55,37.82,1497.66,84.7
11,Birmingham,Industrial,7,2024,14170.4,35.26,1417.04,64.7
11,Birmingham,Industrial,8,2024,18193.04,30.68,1819.3,85.1
11,Birmingham,Industrial,9,2024,20879.99,39.1,2088.0,75.3
11,Birmingham,Industrial,10,2024,29428.34,81.47,2942.83,47.4
11,Birmingham,Industrial,11,2024,14808.11,34.66,1480.81,58.8
11,Birmingham,Industrial,12,2024,11146.74,19.58,1114.67,64.2
12,Mobile,Residential,1,2023,4638.85,9.38,556.66,66.1
12,Mobile,Residential,2,2023,465.01,0.82,55.8,49.2
12,Mobile,Residential,3,2023,2782.63,5.75,333.92,68.1
12,Mobile,Residential,4,2023,4412.0,9.79,529.44,49.9
12,Mobile,Residential,5,2023,1075.04,2.84,129.01,91.3
12,Mobile,Residential,6,2023,1025.42,2.33,123.05,43.3
12,Mobile,Residential,7,2023,7595.88,12.81,911.51,86.0
12,Mobile,Residential,8,2023,5546.99,11.31,665.64,48.8
12,Mobile,Residential,9,2023,8762.28,16.12,1051.47,63.4
12,Mobile,Residential,10,2023,1347.19,2.42,161.66,64.5
12,Mobile,Residential,11,2023,5934.69,12.08,712.16,72.3
12,Mobile,Residential,12,2023,3608.71,7.07,433.04,76.1
12,Mobile,Residential,1,2024,724.79,1.43,86.97,60.8
12,Mobile,Residential,2,2024,10260.7,20.23,1231.28,53.0
12,Mobile,Residential,3,2024,3261.27,8.17,391.35,80.6
12,Mobile,Residential,4,2024,6971.78,15.1,836.61,95.8
12,Mobile,Residential,5,2024,513.06,1.15,61.57,83.0
12,Mobile,Residential,6,2024,10024.37,24.81,1202.92,74.0
12,Mobile,Residential,7,2024,4132.17,7.32,495.86,69.2
12,Mobile,Residential,8,2024,5323.23,11.55,638.79,80.6
12,Mobile,Residential,9,2024,6522.28,14.14,782.67,73.2
12,Mobile,Residential,10,2024,6904.8,16.99,828.58,90.3
12,Mobile,Residential,11,2024,7681.49,19.91,921.78,51.8
12,Mobile,Residential,12,2024,308.31,0.56,37.0,78.8
13,Rural South,Residential,1,2023,3311.24,6.53,397.35,74.0
13,Rural South,Residential,2,2023,10000.22,24.72,1200.03,76.0
13,Rural South,Residential,3,2023,6373.34,14.84,764.8,86.8
13,Rural South,Residential,4,2023,5264.37,13.46,631.72,72.5
13,Rural South,Residential,5,2023,11816.6,29.71,1417.99,67.4
13,Rural South,Residential,6,2023,2173.1,3.81,260.77,77.6
13,Rural South,Residential,7,2023,1142.6,3.1,137.11,63.1
13,Rural South,Residential,8,2023,1216.42,3.01,145.97,96.5
13,Rural South,Residential,9,2023,516.91,1.36,62.03,55.1
13,Rural South,Residential,10,2023,6358.73,15.73,763.05,108.1
13,Rural South,Residential,11,2023,83.33,0.15,10.0,81.5
13,Rural South,Residential,12,2023,2656.89,4.89,318.83,79.8
13,Rural South,Residential,1,2024,8496.65,19.07,1019.6,65.2
13,Rural South,Residential,2,2024,3492.93,6.8,419.15,53.9
13,Rural South,Residential,3,2024,11314.33,28.97,1357.72,79.0
13,Rural South,Residential,4,2024,863.97,2.09,103.68,70.5
13,Rural South,Residential,5,2024,1350.19,3.65,162.02,68.1
13,Rural South,Residential,6,2024,11037.48,21.47,1324.5,73.5
13,Rural South,Residential,7,2024,500.61,1.27,60.07,82.3
13,Rural South,Residential,8,2024,1415.72,3.07,169.89,63.4
13,Rural South,Residential,9,2024,1161.13,3.18,139.34,50.8
13,Rural South,Residential,10,2024,1917.12,4.42,230.05,47.1
13,Rural South,Residential,11,2024,6804.09,15.8,816.49,85.3
13,Rural South,Residential,12,2024,3430.93,7.25,411.71,84.9
14,Birmingham,Industrial,1,2023,20557.57,50.29,2055.76,59.9
14,Birmingham,Industrial,2,2023,9885.62,25.33,988.56,79.7
14,Birmingham,Industrial,3,2023,16028.59,39.62,1602.86,91.4
14,Birmingham,Industrial,4,2023,20070.17,46.92,2007.02,64.5
14,Birmingham,Industrial,5,2023,28989.19,77.67,2898.92,83.6
14,Birmingham,Industrial,6,2023,1724.57,3.15,172.46,67.7
14,Birmingham,Industrial,7,2023,13079.56,24.26,1307.96,63.0
14,Birmingham,Industrial,8,2023,19276.34,47.8,1927.63,80.3
14,Birmingham,Industrial,9,2023,21306.83,39.59,2130.68,91.2
14,Birmingham,Industrial,10,2023,23182.99,39.59,2318.3,83.6
14,Birmingham,Industrial,11,2023,21007.46,52.7,2100.75,94.3
14,Birmingham,Industrial,12,2023,18418.62,40.91,1841.86,70.6
14,Birmingham,Industrial,1,2024,10472.13,28.92,1047.21,90.8
14,Birmingham,Industrial,2,2024,19615.37,35.98,1961.54,119.0
14,Birmingham,Industrial,3,2024,17972.34,40.38,1797.23,76.3
14,Birmingham,Industrial,4,2024,22732.52,38.11,2273.25,58.5
14,Birmingham,Industrial,5,2024,21792.74,45.9,2179.27,75.5
14,Birmingham,Industrial,6,2024,18481.56,32.86,1848.16,92.6
14,Birmingham,Industrial,7,2024,15481.26,39.66,1548.13,79.1
14,Birmingham,Industrial,8,2024,27273.32,73.2,2727.33,64.4
14,Birmingham,Industrial,9,2024,18515.57,43.53,1851.56,110.2
14,Birmingham,Industrial,10,2024,22371.96,59.73,2237.2,67.4
14,Birmingham,Industrial,11,2024,24013.12,50.22,2401.31,66.5
14,Birmingham,Industrial,12,2024,12175.42,29.59,1217.54,95.6
15,Rural South,Residential,1,2023,4315.3,9.02,517.84,111.8
15,Rural South,Residential,2,2023,1246.66,2.43,149.6,107.0
15,Rural South,Residential,3,2023,5643.36,14.45,677.2,90.4
15,Rural South,Residential,4,2023,3698.63,8.23,443.84,87.6
15,Rural South,Residential,5,2023,6040.11,16.61,724.81,67.5
15,Rural South,Residential,6,2023,5344.22,14.14,641.31,74.2
15,Rural South,Residential,7,2023,2315.15,5.8,277.82,67.9
15,Rural South,Residential,8,2023,2587.77,6.95,310.53,79.9
15,Rural South,Residential,9,2023,3350.13,6.06,402.02,80.9
15,Rural South,Residential,10,2023,136.06,0.29,16.33,64.5
15,Rural South,Residential,11,2023,5136.88,13.58,616.43,63.3
15,Rural South,Residential,12,2023,1083.34,2.05,130.0,76.1
15,Rural South,Residential,1,2024,8071.56,19.59,968.59,77.9
15,Rural South,Residential,2,2024,3841.44,9.05,460.97,70.5
15,Rural South,Residential,3,2024,807.55,1.35,96.91,74.3
15,Rural South,Residential,4,2024,2666.53,6.92,319.98,70.6
15,Rural South,Residential,5,2024,7900.0,16.22,948.0,69.4
15,Rural South,Residential,6,2024,7336.21,12.38,880.34,116.1
15,Rural South,Residential,7,2024,436.84,1.0,52.42,94.7
15,Rural South,Residential,8,2024,8223.95,14.68,986.87,89.2
15,Rural South,Residential,9,2024,209.86,0.57,25.18,79.3
15,Rural South,Residential,10,2024,5172.55,12.42,620.71,104.9
15,Rural South,Residential,11,2024,3059.03,7.58,367.08,71.2
15,Rural South,Residential,12,2024,1694.93,3.01,203.39,73.4
16,Montgomery,Commercial,1,2023,4715.63,10.81,471.56,95.9
16,Montgomery,Commercial,2,2023,12751.4,31.84,1275.14,79.8
16,Montgomery,Commercial,3,2023,6002.23,15.6,600.22,91.0
16,Montgomery,Commercial,4,2023,5677.66,9.61,567.77,98.6
16,Montgomery,Commercial,5,2023,8556.1,15.06,855.61,93.4
16,Montgomery,Commercial,6,2023,7430.9,14.17,743.09,76.1
16,Montgomery,Commercial,7,2023,14127.11,34.07,1412.71,107.9
16,Montgomery,Commercial,8,2023,15801.83,39.49,1580.18,88.2
16,Montgomery,Commercial,9,2023,10946.42,25.35,1094.64,67.4
16,Montgomery,Commercial,10,2023,9476.15,24.72,947.61,61.3
16,Montgomery,Commercial,11,2023,9878.91,26.84,987.89,81.6
16,Montgomery,Commercial,12,2023,1804.23,3.59,180.42,75.6
16,Montgomery,Commercial,1,2024,10074.37,19.15,1007.44,73.7
16,Montgomery,Commercial,2,2024,9790.24,18.55,979.02,54.9
16,Montgomery,Commercial,3,2024,4120.68,10.75,412.07,90.5
16,Montgomery,Commercial,4,2024,8002.86,19.01,800.29,80.1
16,Montgomery,Commercial,5,2024,5267.39,11.38,526.74,75.3
16,Montgomery,Commercial,6,2024,3510.06,8.91,351.01,87.7
16,Montgomery,Commercial,7,2024,17039.66,32.18,1703.97,59.0
16,Montgomery,Commercial,8,2024,3298.34,7.99,329.83,81.6
16,Montgomery,Commercial,9,2024,15369.4,41.3,1536.94,75.0
16,Montgomery,Commercial,10,2024,1853.41,4.2,185.34,71.9
16,Montgomery,Commercial,11,2024,2850.34,5.19,285.03,65.0
16,Montgomery,Commercial,12,2024,6479.79,14.61,647.98,61.1
17,Rural North,Commercial,1,2023,4110.47,7.84,411.05,76.1
17,Rural North,Commercial,2,2023,9075.18,21.69,907.52,53.6
17,Rural North,Commercial,3,2023,9981.91,20.79,998.19,69.3
17,Rural North,Commercial,4,2023,11601.31,29.47,1160.13,86.7
17,Rural North,Commercial,5,2023,5277.29,13.05,527.73,84.2
17,Rural North,Commercial,6,2023,3815.22,7.31,381.52,94.9
17,Rural North,Commercial,7,2023,4004.32,10.92,400.43,80.3
17,Rural North,Commercial,8,2023,7061.95,15.33,706.2,59.7
17,Rural North,Commercial,9,2023,12504.58,31.62,1250.46,65.8
17,Rural North,Commercial,10,2023,500.36,1.3,50.04,31.8
17,Rural North,Commercial,11,2023,3624.78,8.21,362.48,95.6
17,Rural North,Commercial,12,2023,14288.69,33.11,1428.87,64.2
17,Rural North,Commercial,1,2024,6127.73,13.09,612.77,68.0
17,Rural North,Commercial,2,2024,1332.84,2.72,133.28,60.8
17,Rural North,Commercial,3,2024,12905.75,27.05,1290.57,82.6
17,Rural North,Commercial,4,2024,9365.44,17.75,936.54,55.0
17,Rural North,Commercial,5,2024,8503.52,18.52,850.35,40.4
17,Rural North,Commercial,6,2024,12214.01,22.66,1221.4,78.9
17,Rural North,Commercial,7,2024,1273.84,2.96,127.38,99.2
